CID,SMILES
CID5282707,CCC/C=C/C(=O)O
CID5282708,CC/C=C/CC(=O)O
CID5282709,CCCC/C=C/C(=O)O
CID5282710,CCC/C=C/CC(=O)O
CID5282711,CC/C=C/CCC(=O)O
CID5282713,CCCCC/C=C\C(=O)O
CID5282714,CCCCC/C=C/C(=O)O
CID5282716,CCCC/C=C/CC(=O)O
CID5282718,CC/C=C\CCCC(=O)O
CID5282722,CCCCCC/C=C\C(=O)O
CID5282723,CCCCC/C=C/CC(=O)O
CID5282724,CCCCCCC/C=C/C(=O)O
CID5282725,CCCCCC/C=C/CC(=O)O
CID5282726,CCCCC/C=C/CCC(=O)O
CID5282729,CCCCCCCCC/C=C/C(=O)O
CID5282730,CCCCCCC/C=C/CCC(=O)O
CID5282735,CCCCCCCCCC/C=C/C(=O)O
CID5282822,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O
CID528305,CCCCCCC1=NC=CN=C1OC
CID528308,CCCC1=NC=CN=C1OC
CID5283292,CCCC/C=C/CCCCO
CID5283308,C/C=C/CCC=O
CID5283316,CCCC/C=C/C=O
CID5283317,CCC/C=C/CC=O
CID5283318,CC/C=C/CCC=O
CID5283321,CC/C=C/C=C/C=O
CID5283324,CCCCC/C=C/C=O
CID5283328,C/C=C/CCCCC=O
CID5283329,CCC/C=C/C=C/C=O
CID5283335,CCCCCC/C=C/C=O
CID5283337,CCCC/C=C/CCC=O
CID5283338,CC/C=C/CCCCC=O
CID5283339,CCCC/C=C/C=C/C=O
CID5283345,CCCCCCC/C=C/C=O
CID5283348,CCC/C=C/CCCCC=O
CID5283349,CCCCC/C=C/C=C/C=O
CID5283356,CCCCCCCC/C=C/C=O
CID5283357,CCCCCC/C=C/CCC=O
CID5283358,CCCCC/C=C/C/C=C/C=O
CID5283361,CCCCCCCCC/C=C/C=O
CID5283363,CCCCCCCCCC/C=C/C=O
CID5283366,CCCCCCCCCCC/C=C/C=O
CID5283381,CCCCCCCC/C=C/CCCCCCCC=O
CID5283468,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O
CID5284369,C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2N
CID5284421,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC
CID5284499,CCCCCCCC/C=C\CCCCCCCCO
CID5284503,CC/C=C/CCO
CID5284507,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C
CID528698,CCC1=C(C(=O)CC1C)O
CID528704,CCC1CC(=O)C(=C1C)O
CID528707,CC1C(C(=O)C(=C1C)O)C
CID528709,CCCSSSSC
CID528712,CC=CSSSC
CID528762,CCCCCC(=O)CCSC
CID5287883,CC(C)[C@H]([C@H]([C@@H]([C@H](CC1CCCCC1)N)O)O)C(=O)O
CID5287971,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
CID529049,CC(C)C1SC(SS1)C(C)C
CID529052,CC1NC(SC(S1)C)C(C)C
CID529251,CCC(=O)C1=NCCC1
CID529253,CCCC(=O)OC(C)C(=O)C
CID529296,CCCCCC(CC(=O)OCC)OC(=O)C
CID529300,CCCCCC(CC(=O)OC)OC(=O)C
CID529344,CC(=C)C1=CC(=NC=C1)C(=O)C
CID529345,CC(C)C1=CC(=NC=C1)C(=O)C
CID529346,CCC1=NC=CC(=C1)C(=C)C
CID529352,CC(=C)C1=NC=CC(=C1)C(=O)C
CID529379,CC1SCSS1
CID529388,CCCSS(=O)(=O)CCC
CID529438,CC1(CC2C3CCCC(C2C1)(C3O)C)C
CID529481,CCCCCC(=O)C(C)C(=O)C
CID529496,CCCCCC(C)OC(=O)CCC
CID529500,CCCC=CC(=O)OCC(C)C
CID529635,CCC(=O)C(C)S
CID529757,CC1CSSS1
CID529761,CC=CSSCC=C
CID529770,CC(=O)CCC(=O)OCC=C
CID529899,COC1=C(C=CC(=C1)CCC=O)O
CID529907,CCCCCC=CCC=O
CID530286,CCCCCCOC(=O)CCC(C)C
CID530404,CC1CCC2=NC(=CN=C12)C
CID530818,CC1=CC=CC=C1OC(=O)CC2=CC=CC=C2
CID5312350,CCCCCC/C=C\CC(=O)O
CID5312351,CCCCC/C=C\CCC(=O)O
CID5312542,CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O
CID5312586,CCCCCC/C=C/C(=O)O
CID5312887,CCCCCCCCCCC(=O)C(=O)O
CID5315468,CC1=CCC(CC1)/C(=C/CC=C(C)C)/C
CID5315892,C1=CC=C(C=C1)/C=C/CO
CID5315912,CC(=O)OC/C=C\C1=CC=CC=C1
CID5315941,C1CCC/C=C\CCCCCCCC(=O)CCC1
CID5317045,CCCCC/C=C/C(=O)C
CID5317247,CCOC(=O)/C=C(\C)/CCC=C(C)C
CID5317271,CC(=O)CC(=O)C1=C(C=C(C=C1OC)OC)OC
CID5317319,CC(=CCC/C(=C\CCC(=C)C=C)/C)C
CID5317570,C/C/1=C\CCC(=C)/C=C/[C@@H](CC1)C(C)C
CID5317844,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(=C)C
CID5318017,CCCC/C=C/CO
CID5318018,CCC/C=C/CCO
CID5318042,CCC/C=C/CO
CID5318516,CCCCC/C=C/C=C/C(=O)NCC(C)C
CID5318557,C/C=C/C1=CC(=C(C(=C1)OC)OC)OC
CID5318599,CCCCC/C=C/CO
CID5319367,CC(C)[C@H]1CC[C@](C=C1)(C)O
CID5319691,CC(C)C(CCC(=O)C)/C=C/C(=C)C
CID5319706,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC
CID5319754,CC/C=C(\C)/C=O
CID5319765,CCCSSSC
CID5319992,CC(C)CC(=O)OCC1=CCC2CC1C2(C)C
CID5320128,CC(=CCC/C(=C\CCC(C)(C=C)O)/C)C
CID5320191,CC/C=C/CC/C=C/CO
CID5320250,CC(=CC/C=C(/C)\C=C)C
CID5320530,C1=CC=C(C=C1)CCCOC(=O)/C=C/C2=CC=CC=C2
CID5320722,CCCSS/C=C/C
CID5321003,C[C@H]1CC[C@H](CC2=C1C(=O)C[C@@H]2C)C(=C)C
CID5321925,CC1CCC2(O1)C(=CC(=O)CC2(C)C)C
CID5321950,C/C=C(\C)/C=O
CID5322111,C/C/1=C/CCC(=C)C2CC(C2CC1)(C)C
CID53230316,CC1=CC(=C(O1)C)SC(=O)C2=COC=C2
CID5323650,C/C=C/C=C/C(=O)OC
CID5323652,C/C=C(\C)/C(=O)OC
CID5324489,CCC/C=C\CO
CID5325911,CC[C@H]1CCC(=O)O1
CID5325912,CCC[C@H]1CCC(=O)O1
CID5326159,C/C=C\C(C)C
CID53338773,CCCCCCCC(=O)OCCC1=C(N=CS1)C
CID53374958,CC1=C(C(=NO1)C)CN2C=C(C=N2)N3C(=O)C(N(C3=O)CC4=CC(=CC=C4)O)(C)C
CID5338463,CC1COC(O1)/C=C(\C)/CCC=C(C)C
CID53401860,CCCCCCCCCC=CC(=O)OCC
CID53421444,CCCCC(OCC(C)C)OCC(C)C
CID53422433,CCCCCCCCC=COCC
CID53422437,CCCCCOC(CCC)OCC
CID53422438,CCCOC(C(C)C)OCC
CID53422473,CCCCCCOC(C)OCCC(C)C
CID53422899,CC(C)C=C(C)C(=O)O
CID53423642,C1=COC(=C1)CC2=CC(=CO2)CC3=CC=CO3
CID53423725,CC=CC=CC(=O)OC(=C)C
CID53423848,CC1=NC=C(N=C1C)C(=O)C
CID53423849,CCC1=CN=CC(=N1)C(=O)C
CID53424302,CCCCC(=CC)C=O
CID53424309,CCCCCCCC=C(CCCCCC)C=O
CID53424389,CC=CC(=O)OCC1=CC=CO1
CID53424394,CCCCC(CC)(CCCC)C(=O)OC
CID53425122,CCCSSSCC
CID53425775,CC(C)CC(=O)OCCC(C)(C)S
CID53426546,CC1C(=O)C(=C(O1)C)C(=O)C
CID53427914,CCC(C)COC(C)OCC
CID53428090,CCCCOC(C)OCCC(C)C
CID53428112,CCOC(C(C)C)OCCC(C)C
CID53428150,CCCCCOC(C)OCCC(C)C
CID53428368,CCC(C)CCCCCCCCCCCCC=O
CID53428828,CC(=C)CCOC(=O)C(C)(C)C
CID53430823,CC(C)CCOC1=C(C=C(C=C1)CC=C)OC
CID53436656,CCCCCCOC(=O)C=CCCCCC
CID53436911,CC(C(C)OC(=O)C)C(=O)OC
CID53436964,CC(=C)C=CSC
CID534377,CC(C)CCSSC
CID53437836,CCCCCCCCCOC(=O)CCCCCC
CID53438915,CCCC=CO
CID53445325,CCCCCC=C(C)O
CID534634,C1CCCC=CCCCCCCC(=O)CCC1
CID53470667,CC1CC2C(C2(C)C)CC1/C=C/C#N
CID53470669,CC\1CC2C(C2(C)C)C/C1=C/CC#N
CID53471638,CC(C)CC(=O)SCC=C(C)C
CID534931,CC1(CCCC2(C13CCC(C3)C2(C)C)O)C
CID534969,CC=C(C)CSC
CID53517,CCCCC1=NC(=C(S1)C)C
CID5352162,CCCC(=O)OC/C=C(/C)\CCC=C(C)C
CID5352267,CCCCCCCC(=O)OCC/C=C\CC
CID5352371,CCCCC/C=C\CCC(=O)OC
CID5352428,CCCCC/C=C\CC1CCC(=O)O1
CID5352435,CC(=CCC/C(=C/C(OC)OC)/C)C
CID5352438,CCCC(=O)OCC/C=C\CC
CID5352450,CCCCOC(=O)/C(=C/C)/C
CID5352459,CCC/C=C/COC(=O)C(C)CC
CID5352460,CCC/C=C/COC(=O)CC(C)C
CID5352461,CCC/C=C/COC(=O)CCC
CID5352463,CCC/C=C/COC(=O)CC
CID5352481,CC(=O)/C=C/C12C(CCCC1(O2)C)(C)C
CID5352539,CC/C=C\CCOC(=O)C(C)C
CID5352543,CCCCCC(=O)OCC/C=C\CC
CID5352557,CC/C=C/CCOC(=O)C
CID5352626,CC/C=C\CC1CCCC(=O)O1
CID5352696,CCCCC/C=C(\CCCC)/C=O
CID5352770,CCC/C=C\CCC(=O)OCC
CID5352774,CCC/C=C\CCC(=O)OC
CID5352798,CCOC(=O)CC/C=C/CC=C
CID5352799,CCC/C=C/CCC(=O)OCC
CID5352807,CCCCC/C=C/CCO
CID5352808,CC/C=C\C/C=C\CC=O
CID5352813,CC/C=C/CC(C)OC(=O)C
CID5352830,CCCCC/C=C\CCCOC(=O)C
CID5352834,C/C=C\CCCOC(=O)C
CID5352836,CCC/C=C\CCCO
CID5352837,CC/C=C\CCCCO
CID5352838,CC/C=C\CCCCOC(=O)C
CID5352845,CCCCCCCCC/C=C/CO
CID5352874,CC/C=C/CC(=O)C=C
CID5352876,CC/C=C/C=C/C(=O)C
CID5352899,CCC/C=C/1\C2=CC=CC=C2C(=O)O1
CID5352905,C/C=C/C1=CC(=C(C(=C1)OC)O)OC
CID5352972,CCC/C=C/COC=O
CID5352973,CCCCCC(=O)OC/C=C/CCC
CID5352974,CCCCC(=O)OC/C=C/CCC
CID5352975,CCCCCC(=O)OCC/C=C/CC
CID5352976,CCCCC(=O)OCC/C=C/CC
CID5353001,C/C=C/C=C\CC/C=C/C(=O)NCC(C)C
CID5353011,CC(=CCC/C(=C/COC(=O)C1=CC=CC=C1)/C)C
CID5354238,CC(=O)/C=C/C1=CC(=C(C=C1)O)OC
CID5354264,CCC/C=C(\CC)/C=O
CID5354280,CCOC1=C(C=C(C=C1)/C=C/C)O
CID5354304,C/C=C/C(=O)OCCC1=CC=CC=C1
CID5354342,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC
CID5354359,C/C=C/C(=O)OC(C)C
CID5354763,C/C=C/C(=O)OCC=C
CID5354833,CCCCCC/C=C\C=O
CID5354834,CCCCCCC/C=C\C=O
CID5354882,CC(=CCC/C(=C\COC=O)/C)C
CID5354883,C1=CC=C(C=C1)/C=C/COC=O
CID5354896,C/C(=C/C1=CC=CC=C1)/C=O
CID5354897,CC(C)C1=CC=C(C=C1)/C=C/C=O
CID5354898,C/C(=C/C1=CC=C(C=C1)OC)/C=O
CID5354899,CCCCCCCCC/C=C\C=O
CID5354998,CC(C)/C=C\C=O
CID5355152,CC/C=C\CC(=O)O
CID5355254,CCCC(=O)OC/C=C/C1=CC=CC=C1
CID5355293,C1CCC/C=C\CCCCCCOC(=O)CCC1
CID5355333,CCCOC(=O)/C=C/C=C\C
CID5355414,COC(=O)/C=C/C1=CC=CO1
CID5355850,CCC(=O)OC/C=C/C1=CC=CC=C1
CID5355851,CC(C)C(=O)OC/C=C/C1=CC=CC=C1
CID5355853,CCC(=O)OC/C=C(\C)/CCC=C(C)C
CID5355854,CCCCCOC(=O)/C=C/C1=CC=CC=C1
CID5355855,CC(C)CC(=O)OC/C=C/C1=CC=CC=C1
CID5355856,CCCC(=O)OC/C=C(\C)/CCC=C(C)C
CID5355857,CCCCCCC1=CC=C(C=C1)/C=C/C(OC)OC
CID5355858,CC(=CCCC(C)(C=C)OC(=O)/C=C/C1=CC=CC=C1)C
CID5355899,COC1=C(C=CC(=C1)CC=C)OC(=O)/C=C/C2=CC=CC=C2
CID5355902,C/C(=C/C1=CC=CC=C1)/C(=O)C
CID5356250,CCOC(/C=C/C1=CC=CC=C1)OCC
CID5356256,CCCCCOC(=O)/C=C\C
CID5356259,C/C=C/C(=O)OCC1=CC=CC=C1
CID5356261,CCCCCC(=O)OC/C=C/C1=CC=CC=C1
CID5356352,C/C=C(/C)\C(=O)OC
CID5356544,CC(=CCC/C(=C\CC[C@@](C)(C=C)O)/C)C
CID5356572,C/C=C\C(=O)C
CID5356596,CCCCCCC/C=C\C(=O)O
CID5356697,C=C/C=C\C=O
CID5356787,CC1=CCCC(C1/C=C(/C)\C(=O)C)(C)C
CID5356788,CC1=C(C(CCC1)(C)C)/C=C(/C)\C(=O)C
CID5356896,CCCCCCCCOC(=O)/C=C\C
CID5356908,CCCCCCOC(=O)/C=C\C
CID5356940,CCOC(=O)/C(=C\C1=CC=CC=C1)/C(=O)C
CID5357002,C/C=C(\C)/C(=O)OCCC1=CC=CC=C1
CID5357153,C1CCC(CC1)OC(=O)/C=C/C2=CC=CC=C2
CID5357159,CC(C)C(=O)OC(C)(CC/C=C(/C)\CCC=C(C)C)C=C
CID5357388,CCCCCC/C=C\C(=O)OC
CID5358336,CCCC/C=C/C(C)O
CID5358363,CCCC/C=C/C(=O)OCC
CID5358374,CCC(=O)/C=C\C
CID5360773,CCCCCCCCCCCCCCCCCC(=O)O[C@@]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO
CID5362561,CCCCC(CO)C(=O)C
CID5362563,CC1=C(SC(=N1)C)C=C
CID5362564,CCC(C)C1N=C(C(S1)C)C
CID5362565,CC(C)/C=C(\C)/C(=O)O
CID5362566,CCOC(C)OCC(C)OC(C)OCC
CID5362567,CCOC(C)OCC(COC(C)OCC)OC(C)OCC
CID5362572,CC1=NC=CC(=N1)C(=O)C
CID5362579,CCC(CC)C(=O)OC/C=C(\C)/CCC=C(C)C
CID5362580,CCCCC/C=C(\C)/C=O
CID5362581,CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C
CID5362583,CCCCC/C=C/CCC(=O)OCC
CID5362584,CCC1N=C(C(S1)C)C
CID5362588,CCC(C)C(=O)/C=C/C
CID5362591,CCCCC/C=C/COC(=O)CCC
CID5362592,CCCCC/C=C/C=C/C(=O)OCCC
CID5362593,CCCC/C=C/CCCC(=O)O
CID5362594,CCC/C=C/CCCCC(=O)O
CID5362595,CC1CCC(C(C1)OCC(CO)O)C(C)C
CID5362620,CCCCC/C=C\CCC=O
CID5362622,CC/C=C/CC(=O)OCC
CID5362623,CC/C=C\CC(=O)OCC
CID5362661,CC(C)C/C=C(/C=O)\C(C)C
CID5362695,CC/C=C\CCCCCC=O
CID5362696,CCCCC/C=C/C=C/CO
CID5362720,CC/C=C\CCCCC=O
CID5362760,CCCCCC/C=C/C=C/CO
CID5362782,CC/C=C/CC(=O)OC
CID5362792,CC/C=C\CCCCCO
CID5362798,CCCCC/C=C\CCCO
CID5362814,CC/C=C\CCC=O
CID5362816,CC/C=C/CCC(=O)OCC
CID5362819,CC/C=C\CC(=O)OC
CID5362830,CC(C)CC(=O)OC/C=C(\C)/CCC=C(C)C
CID5362833,CC/C=C\CC/C=C/CO
CID5362853,COC/C=C/CCCC=C
CID5362854,CC(=C)C(C/C=C(\C)/C=C)O
CID5362876,CC(=CC/C=C(/C)\CCO)C
CID5362897,CC/C(=C\C)/C=O
CID5363118,CCCCCC/C=C/C#N
CID5363120,CC/C=C\CC/C=C/COC(=O)C
CID5363140,CC(C)/C=C/C(=O)C
CID5363203,CCCC/C=C/COC(=O)C
CID5363206,CCC/C=C/CCOC(=O)C
CID5363207,CCCCCCC/C=C/COC(=O)C
CID5363229,CCCC/C=C/C(=O)C
CID5363230,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC
CID5363231,CC(C)CC/C=C/C(=O)C
CID5363233,CCCCCC/C=C/C(=O)C
CID5363269,CCCCCCCC/C=C\CCCCCCCC(=O)OCC
CID5363289,CCCCCCCC/C=C\CCCCCCCCOC(=O)C
CID5363291,CC/C=C\CCOC(=O)C(=O)C
CID5363293,CCCC/C=C\CCCCCCCCCCCCOC(=O)C
CID5363374,CCC/C=C\COC(=O)C
CID5363388,CC/C=C\CCOC(=O)C
CID5363389,CC/C=C\CCCCCOC(=O)C
CID5363426,CC(=CCC/C(=C/CCC(C)(C=C)OC(=O)C)/C)C
CID5363491,C/C=C/C=C/COC(=O)C
CID5363526,C/C=C(\C)/C1CCC(O1)(C)C
CID5363527,CCCC/C=C\CCCCCCOC(=O)C
CID5363537,CCC/C=C/CCC(=O)C
CID5363741,CC(=O)/C=C/C1C(=C)CCCC1(C)C
CID5363817,CC1=CCCC(C1/C=C/C(C)O)(C)C
CID5363876,CC1=C(C(CCC1=O)(C)C)/C=C/C(=O)C
CID5364230,CC/C=C\CCOC
CID5364231,CC/C=C\CCOC(=O)C(C)O
CID5364291,CC/C=C\CC(OCC)OCC
CID5364389,CCCCCC/C=C/C(=O)OCC
CID5364397,CCCC/C=C/CC(=O)OCC
CID5364399,CCCCC/C=C/C(=O)OCC
CID5364409,CCC/C=C/C(=O)OC
CID5364430,CCCCCCCC/C=C/CCCCCCCC(=O)OCC
CID5364475,CCCC/C=C/CCO
CID5364495,CCCC/C=C\CCCCCCCCCC=O
CID5364497,CCCC/C=C\CCCCCCCCCCCC=O
CID5364509,CCCCCCCC/C=C\CCCCCCCC(=O)OC
CID5364517,CCC/C=C\CCO
CID5364519,CCCC/C=C\CCO
CID5364526,CC/C(=C/CC/C(=C/C=O)/C)/C
CID5364532,CCCCC/C=C/C(=O)OC
CID5364578,CCC/C=C/C(=O)C
CID5364586,CCCC/C=C/C=C/CO
CID5364631,CCCCC/C=C\CCO
CID5364729,C/C=C(\C)/C(=O)OCC=C
CID5364752,CC/C=C/C=O
CID5364759,CCCCCC/C=C/CCCCCCCC(=O)OCC
CID5364778,CCC/C=C/C(=O)OCC
CID5364789,CCCCOC(=O)/C(=C\C)/C
CID53649053,CCCCCC(=C1CCC(CC1)C)C#N
CID5364919,CC/C=C\CO
CID5364920,CC/C=C/CO
CID5364941,CCCCCC/C=C/CO
CID5364942,CCCCCCC/C=C/CO
CID5364949,CCCCCCCCCC/C=C/CO
CID5364959,CCCCC/C=C\CO
CID53649670,CCCCC=COC(=O)C1=CC=CC=C1
CID5365004,CCCCCCCC/C=C/CO
CID536502,CCCS(=O)OC
CID5365027,CCCCCC/C=C\CO
CID5365049,CC/C=C\CCOC(=O)CC
CID5365069,CC/C=C\CCOC(=O)C(C)CC
CID5365075,CCCCCCCCCCCCC/C=C\CCCCCCCC
CID5365136,CCCCCCCC(=O)OC/C=C/CCC
CID5365137,CCC/C=C/C(OCC)OCC
CID53654,CC1N=C(CO1)C
CID5365587,CC/C=C\CCOC=O
CID5365589,C/C=C\CCCO
CID5365622,CCCC/C=C\CCCCO
CID5365699,CC/C=C\CCOC(=O)OC
CID5365703,C1CCCCOC(=O)CCCCC/C=C\CCC1
CID5365706,CC/C=C/C/C=C/CCO
CID5365793,C/C=C/C(=O)OCC(C)C
CID5365794,CCOC(/C=C(\C)/CCC=C(C)C)OCC
CID5365818,CC(/C=C(\C)/CCC=C(C)C)O
CID5365824,CCCOC(=O)/C=C/C
CID5365847,CCOC/C=C(\C)/CCC=C(C)C
CID5365849,CC(=CCC/C(=C/COC)/C)C
CID5365850,CCCCC(=O)OC/C=C(\C)/CCC=C(C)C
CID5365872,CC(=CCC/C(=C/CC/C(=C/CCC(C)(C=C)O)/C)/C)C
CID5365877,CC(=CCC/C(=C/CCC=O)/C)C
CID5365891,CCCCC(=O)/C=C/C
CID5365909,CC/C=C(\C)/C(=O)O
CID5365910,CC(=CCC/C(=C/C(=O)OC)/C)C
CID5365912,CC(=CCC/C(=C\C(=O)OC)/C)C
CID5365916,C/C=C/C(=O)C1C(C=CCC1(C)C)C
CID5365976,CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C
CID5365982,CCC(=O)OC/C=C(/C)\CCC=C(C)C
CID5365991,CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C
CID5365992,CCCCCC(=O)OC/C=C(\C)/CCC=C(C)C
CID5366038,CCCCCCOC(=O)/C=C/C
CID5366040,C/C=C/C(=O)OC1CCCCC1
CID5366044,CC(=CCC/C(=C/COC(=O)CC1=CC=CC=C1)/C)C
CID5366049,C/C=C/C(=O)OC1CC(CCC1C(C)C)C
CID5366074,C/C=C/C(=O)C1=C(C=CCC1(C)C)C
CID5366077,C/C=C/C(=O)C1C(=CCCC1(C)C)C
CID5366155,C/C=C(/C)\C(=O)OCCC(C)C
CID5366203,CCCCC(/C=C/C)O
CID5366244,CC(C)CCCC(C)CCCC(C)CCC/C(=C/CO)/C
CID5366264,CC(=C)/C=C/CC(C)(C=C)O
CID5366352,CC/C=C\CCOC(C)OCC
CID5366366,CCC/C=C/COC(C)OCC
CID5366408,CCOC(C)OC/C=C(\C)/CCC=C(C)C
CID5366552,C/C=C/SSC
CID5366844,CCCCC/C=C/CC(=O)OC
CID5366856,CCC/C=C/CCC(=O)OC
CID5367391,CC/C=C/C=C/CO
CID5367412,CCCCC/C=C/C=C/C=C
CID5367475,CC/C=C\C=C\C=C
CID5367530,CCCCCCC/C=C/C=C/C=O
CID5367531,CCCCCC/C=C/C=C/C=O
CID5367536,CC/C=C\CCCO
CID5367676,CCCCCCC#CC(=O)OCC/C=C\CC
CID5367679,CCC/C=C/C(=O)OCC/C=C\CC
CID5367681,CC/C=C\CCOC(=O)CC(C)C
CID5367682,CCCCC(=O)OCC/C=C\CC
CID5367687,CCCCCC#CC(=O)OCC/C=C\CC
CID5367698,CC/C=C\CCOC(=O)CC1=CC=CC=C1
CID5367706,CC/C=C\CCOC(=O)C1=CC=CC=C1
CID5367711,CC/C=C\CCOC(=O)/C=C/C1=CC=CC=C1
CID5367719,CC/C=C/CC1C(CCC1=O)CC(=O)OC
CID5367745,C/C=C(\C)/C(=O)OC(C)C
CID5367761,CC/C=C/C(=O)OCC
CID5367762,CCCOC(=O)/C(=C/C)/C
CID5367766,C/C=C(\C)/C(=O)OC/C=C/C1=CC=CC=C1
CID5367767,CC/C=C\CCOC(OCC/C=C\CC)C
CID5367785,C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C
CID5367806,C/C=C(\C)/C(=O)OCC(C)C
CID5367807,C/C=C(/C)\C(=O)OCC(C)C
CID5367848,CCCCC/C=C/CC1CCCC1=O
CID5367959,CCCCC(=O)OC/C=C/C1=CC=CC=C1
CID5368064,CCCCCCC/C=C/C(=O)OC
CID53680649,CCCCC=COC(=O)C=CCCC
CID5368076,CCCCCC/C=C/C(=O)OC
CID5368236,CCC/C=C/COC(=O)CC1=CC=CC=C1
CID53683233,CCCC=CCCCCC=O
CID5368491,CCCCC/C(=C\C1=CC=CC=C1)/CO
CID5368785,C/C(=C\CCC(C)(C)O)/C=C
CID5368821,C/C=C(\C)/C=C/C=C(C)C
CID53689298,C1CCCOC(=O)C=CCC1
CID5368950,CCCOC(=O)/C=C/C=C/C
CID5368972,C/C=C/C=C/C(=O)OC(C)C
CID5369044,CCOC(/C=C/C=C/C)OCC
CID5369061,CCC/C=C/C(=O)CC
CID5369076,CCCCOC(=O)/C=C/C=C/C
CID5369325,CCOC(=O)/C=C/SC
CID5369326,CCOC(=O)/C=C\SC
CID5369371,CC/C=C\CCC(OCC)OCC
CID5369459,C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC=CC=C2
CID5369489,CC(/C=C/C1=CC=CC=C1)O
CID536987,CCCCCC(=O)OCCC(CCC)S
CID5369997,CC1=C(C(CCC1)(C)C)C/C=C(\C)/C=O
CID5370052,CC1=CC(=O)CC(C1/C=C/C(C)O)(C)C
CID5370101,CC(=C/C=C/C(=O)C)C
CID5370364,CCC/C=C/C1OCC(O1)C
CID5370448,C/C=C/S/C=C/C
CID5370599,C1=CC=C(C=C1)CC(=O)OC/C=C/C2=CC=CC=C2
CID5370602,CC(C)C/C=C(/C=O)\C1=CC=CC=C1
CID5370646,C/C(=C\C1=CC=CC=C1)/C(=O)C
CID5371002,CC1CC=C(C(C1(C)C)/C=C/C(=O)C)C
CID5371084,CCC(=O)/C=C/C1C(=CCCC1(C)C)C
CID5371102,CC/C=C\CCOC(=O)C1=CC=CC=C1O
CID5371802,CC1=CC=C(C=C1)/C=C/C=O
CID5372151,CCC(=O)/C(=C/C1=C(CCCC1(C)C)C)/C
CID5372174,CC1=CCCC(C1/C=C(\C)/C(=O)C)(C)C
CID5372353,CC/C=C\CCOC(=O)C1=CC=CC=C1N
CID5372813,C/C(=C\C1=CC=CC=C1)/C=O
CID5373603,CC/C=C\1/C2=CC=CC=C2C(=O)O1
CID5373729,CC1=C(C(CCC1)(C)C)/C=C/C(C)O
CID5374527,C/C=C/C(=O)C1=C(CCCC1(C)C)C
CID53750858,C1CCCCCCC=CC(=O)CCCCCC1
CID5375215,CC1CCC(=C(C1(C)C)/C=C/C(=O)C)C
CID5375218,CCC(=O)/C=C/C1=C(CCCC1(C)C)C
CID537536,CC(=O)OCCCCC=C
CID53754001,CC=CC(=O)C1C(CCCC1(C)C)C
CID537615,CCCCC(CC)OC(=O)C
CID5376281,CC1=CCCC(C1/C=C/C(=O)C(C)C)(C)C
CID53763665,CCCC=CC=CC=CC=O
CID537682,CC(C)CCOC(=O)C(=O)C
CID537722,CC(C)C(=O)SC
CID537754,CCCC(CCOC(=O)CCC)S
CID5380647,CC(=O)O/C=C\C1=CC=CC=C1
CID53822360,CCCCC(C(=CCC)C)O
CID5382490,CCOC1=C(C=C(C=C1)/C=C/C)OC
CID5382677,C/C(=C/C1=CC=CC=C1)/C#N
CID53830717,C1=CSC(=C1)C(=O)CCO
CID5383805,CCC(=O)OC/C=C\C=C\C
CID5383810,C/C=C/C=C\COC(=O)C(C)C
CID538506,CC(C)CCOC(=O)CCC1=CC=CO1
CID5385520,CCCC/C(=C\C1=CC=CC=C1)/C=O
CID53859205,CCCCCC(=S)OC
CID53930276,CCCC=CC=CC=CC=C
CID53953985,C1=CC=C(C=C1)C=C(C=O)C2=CC=CO2
CID53959463,CCCCCCCCCCC(=O)OCCC(C)C
CID539829,CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC
CID540124,CC(C)C=C(C=O)C1=CC=CC=C1
CID54034681,CCCCCCC=COC(=O)CC
CID54048924,CCOC(=O)CCCSC(=O)C
CID54099340,CCC=CCC=CCCC=O
CID54131551,CC1CCOC(=O)CCCCCCCC=CC1
CID54134573,CCCCCCCCC=CC=CC=CC=O
CID54142174,CCCCC=COC(=O)CCC
CID54155447,CCC=CC(=O)OC(C)C
CID54159794,C1CC2C(C1)C3CC2CC3CC=O
